timestamp,temp,hum,light,p1,p2
2026-03-19 09:00:45,30.0,16.0,448.0,715.0,0.0
2026-03-19 09:02:51,30.0,16.0,454.0,716.0,0.0
2026-03-19 09:03:50,30.0,16.0,453.0,714.0,0.0
2026-03-19 09:18:05,30.0,16.0,449.0,714.0,0.0
2026-03-19 09:21:17,30.0,16.0,448.0,718.0,0.0
2026-03-19 09:26:33,30.0,16.0,448.0,714.0,0.0
2026-03-19 09:28:29,30.0,16.0,446.0,713.0,0.0
2026-03-19 09:32:07,30.0,16.0,442.0,715.0,0.0
2026-03-19 09:32:43,30.0,16.0,439.0,714.0,0.0
2026-03-19 09:43:40,30.0,16.0,461.0,715.0,0.0
2026-03-19 10:02:02,30.0,19.0,,250.0,714.0
2026-03-19 10:11:35,30.0,19.0,819.0,710.0,270.0
2026-03-19 10:14:34,30.0,22.0,819.0,709.0,258.0
2026-03-19 10:15:46,30.0,21.0,825.0,710.0,259.0
2026-03-19 10:21:48,30.0,21.0,811.0,547.0,261.0
2026-03-19 10:28:27,30.0,21.0,804.0,540.0,251.0
2026-03-19 10:30:07,30.0,22.0,824.0,573.0,248.0
2026-03-19 10:32:16,30.0,20.0,803.0,542.0,253.0
2026-03-19 10:35:17,30.0,19.0,827.0,547.0,255.0
2026-03-19 11:01:58,30.0,16.0,805.0,553.0,263.0
2026-03-19 11:32:02,30.0,16.0,811.0,557.0,259.0
2026-03-19 12:01:49,30.0,16.0,814.0,560.0,260.0
2026-03-19 12:04:46,30.0,18.0,811.0,560.0,255.0
2026-03-19 12:31:43,30.0,18.0,819.0,561.0,262.0
2026-03-19 13:02:37,30.0,17.0,827.0,563.0,268.0
2026-03-19 13:32:09,30.0,18.0,831.0,565.0,268.0
2026-03-19 14:01:55,30.0,20.0,837.0,563.0,261.0
2026-03-19 14:31:49,30.0,20.0,848.0,567.0,262.0
2026-03-19 15:01:46,30.0,19.0,859.0,571.0,264.0
2026-03-19 15:05:16,30.0,20.0,860.0,567.0,263.0
2026-03-19 15:31:44,30.0,20.0,871.0,563.0,256.0
2026-03-19 15:48:33,30.0,20.0,889.0,567.0,255.0
2026-03-19 15:51:58,30.0,20.0,888.0,569.0,260.0
2026-03-19 16:00:51,30.0,19.0,887.0,564.0,253.0
2026-03-19 16:30:29,30.0,19.0,891.0,571.0,260.0
2026-03-19 17:00:07,30.0,18.0,917.0,556.0,267.0
2026-03-19 17:01:44,30.0,16.0,911.0,558.0,269.0
2026-03-19 17:26:12,30.0,16.0,907.0,558.0,267.0
2026-03-19 17:27:54,30.0,18.0,909.0,557.0,264.0
2026-03-19 17:33:42,30.0,19.0,912.0,556.0,263.0
2026-03-19 18:00:16,30.0,19.0,954.0,552.0,268.0
2026-03-19 18:02:47,30.0,18.0,955.0,552.0,272.0
2026-03-19 18:31:04,30.0,19.0,957.0,548.0,263.0
2026-03-19 19:00:31,30.0,19.0,958.0,559.0,278.0
2026-03-19 19:31:35,30.0,20.0,957.0,563.0,271.0
2026-03-19 20:00:59,30.0,19.0,958.0,566.0,276.0
2026-03-19 20:30:44,30.0,19.0,957.0,564.0,273.0
2026-03-19 21:03:14,30.0,19.0,957.0,588.0,275.0
2026-03-19 21:04:00,30.0,20.0,957.0,586.0,272.0
2026-03-19 21:06:40,30.0,19.0,956.0,587.0,274.0
2026-03-19 21:09:15,30.0,19.0,956.0,589.0,273.0
2026-03-19 21:10:49,30.0,16.0,957.0,590.0,282.0
2026-03-19 21:11:38,30.0,19.0,957.0,586.0,273.0
2026-03-19 21:12:16,30.0,19.0,957.0,585.0,272.0
2026-03-19 21:12:52,30.0,20.0,957.0,586.0,269.0
2026-03-19 21:13:40,30.0,19.0,957.0,586.0,272.0
2026-03-19 21:14:05,30.0,19.0,957.0,588.0,274.0
2026-03-19 21:15:08,30.0,19.0,958.0,590.0,278.0
2026-03-19 21:15:39,30.0,18.0,958.0,592.0,280.0
2026-03-19 21:17:16,30.0,18.0,957.0,593.0,281.0
2026-03-19 21:17:28,30.0,18.0,959.0,593.0,286.0
2026-03-19 21:18:52,30.0,18.0,958.0,595.0,284.0
2026-03-19 21:19:24,30.0,18.0,958.0,597.0,288.0
2026-03-19 21:19:51,30.0,18.0,959.0,599.0,293.0
2026-03-19 21:19:59,30.0,18.0,958.0,598.0,289.0
2026-03-19 21:21:23,30.0,18.0,957.0,595.0,283.0
2026-03-19 21:31:24,30.0,18.0,959.0,599.0,279.0
2026-03-19 22:00:18,30.0,17.0,959.0,610.0,289.0
2026-03-19 22:30:09,30.0,18.0,909.0,605.0,269.0
2026-03-19 23:00:14,30.0,16.0,957.0,597.0,264.0
2026-03-19 23:30:15,30.0,17.0,957.0,601.0,262.0
2026-03-20 00:02:28,30.0,18.0,957.0,608.0,263.0
2026-03-20 00:04:17,30.0,18.0,957.0,610.0,265.0
2026-03-20 00:04:50,30.0,18.0,957.0,610.0,266.0
2026-03-20 00:05:52,30.0,18.0,957.0,610.0,265.0
2026-03-20 00:30:48,30.0,19.0,955.0,609.0,258.0
2026-03-20 01:00:12,30.0,18.0,959.0,624.0,281.0
2026-03-20 01:30:17,30.0,20.0,957.0,626.0,268.0
2026-03-20 02:00:10,30.0,18.0,958.0,638.0,283.0
2026-03-20 02:31:36,30.0,20.0,957.0,626.0,274.0
2026-03-20 07:31:50,30.0,16.0,874.0,788.0,251.0
2026-03-20 07:32:08,30.0,16.0,875.0,786.0,251.0
2026-03-20 08:00:35,30.0,16.0,879.0,696.0,261.0
2026-03-20 08:32:23,30.0,16.0,832.0,677.0,259.0
2026-03-20 09:02:22,30.0,16.0,555.0,833.0,694.0
2026-03-20 09:08:43,30.0,16.0,563.0,831.0,695.0
2026-03-20 09:10:22,30.0,16.0,830.0,693.0,556.0
2026-03-20 09:14:50,30.0,16.0,830.0,691.0,561.0
2026-03-20 09:32:24,30.0,16.0,559.0,833.0,689.0
2026-03-20 09:46:55,30.0,16.0,558.0,812.0,686.0
2026-03-20 09:49:24,30.0,16.0,813.0,685.0,547.0
2026-03-20 09:56:23,30.0,16.0,852.0,684.0,557.0
2026-03-20 10:00:10,30.0,16.0,861.0,684.0,558.0
2026-03-20 10:29:01,30.0,16.0,823.0,683.0,559.0
2026-03-20 10:29:09,30.0,16.0,812.0,682.0,558.0
2026-03-20 10:30:08,30.0,16.0,803.0,683.0,560.0
,,,,0.0,
2026-03-20 10:39:44,30.0,16.0,803,684,555
2026-03-20 10:40:23,30.0,16.0,800,683,558
